cod_cliente;Escolaridade;Tem Filhos;Salário;Idade;Estado Civil;Profissão;Número de Cartões de Crédito;cod_estado
2070;Fundamental;Sim;2192.29;50.25;Viúvo;Estudante;3;22
2071;Médio;Não;5249.15;69.76;Viúvo;Engenheiro;1;27
2072;Pós-Graduação;Sim;5285.98;64.94;Solteiro;Médico;1;9
2073;Superior;Não;7056.59;21.26;Casado;Médico;2;26
2074;Superior;Sim;7337.5;60.04;Viúvo;Engenheiro;0;16
2075;Fundamental;Não;7686.75;73.03;Casado;Outros;0;22
2076;Fundamental;Sim;5666.36;55.79;Divorciado;Médico;0;21
2077;Superior;Sim;5024.99;24.35;Divorciado;Outros;3;14
2078;Pós-Graduação;Não;8492.66;62.4;Divorciado;Engenheiro;1;4
2079;Fundamental;Sim;6923.38;45.4;Viúvo;Outros;3;26
2080;Médio;Sim;6291.02;61.19;Casado;Artista;0;20
2081;Superior;Sim;2947.6;54.46;Divorciado;Engenheiro;3;9
2082;Superior;Sim;6696.29;44.62;Casado;Engenheiro;3;25
2083;Médio;Não;;33.24;Casado;Artista;1;13
2084;Médio;Sim;1336.35;48.97;Divorciado;Professor;3;7
2085;Fundamental;Sim;7212.56;20.31;Casado;Advogado;2;6
2086;Superior;Não;8530.55;69.6;Divorciado;Outros;3;14
2087;Pós-Graduação;Não;9833.32;50.6;Casado;Estudante;3;2
2088;Médio;Sim;9395.96;59.23;Casado;Estudante;0;25
2089;Pós-Graduação;Sim;2084.94;43.34;Divorciado;Advogado;0;20
2090;Fundamental;Sim;1462.9;57.95;Viúvo;Advogado;3;6
2091;Fundamental;Não;7506.84;34.14;Viúvo;Advogado;3;26
2092;Pós-Graduação;Não;2274.79;67.14;Viúvo;Engenheiro;1;9
2093;Médio;Sim;7522.96;24.33;Viúvo;Outros;1;27
2094;Médio;Não;6978.7;20.56;Divorciado;Médico;2;24
2095;Pós-Graduação;Não;9017.55;56.12;Casado;Empresário;1;6
2096;Pós-Graduação;Não;8129.22;42.42;Solteiro;Advogado;2;16
2097;Fundamental;Não;4125.96;79.02;Divorciado;Advogado;0;14
2098;Pós-Graduação;Sim;3971.09;38.06;Solteiro;Professor;0;27
2099;Fundamental;Sim;8321.39;19.72;Solteiro;Engenheiro;3;4
2100;Pós-Graduação;Não;4158.49;42.32;Casado;Artista;3;7
2101;Fundamental;Não;6756.66;23.18;Casado;Empresário;0;7
2102;Médio;Não;2071.88;64.06;Casado;Artista;2;14
2103;Fundamental;Sim;2738.91;77.88;Viúvo;Artista;3;24
2104;Pós-Graduação;Não;5697.05;76.67;Divorciado;Outros;0;18
2105;Fundamental;Não;6602.9;18.51;Casado;Professor;2;22
2106;Superior;Sim;9982.58;35.49;Solteiro;Engenheiro;2;4
2107;Fundamental;Sim;8309.95;48.19;Viúvo;Estudante;2;27
2108;Médio;Não;2447.24;32.93;Casado;Advogado;0;21
2109;Médio;Não;6656.63;28.12;Casado;Empresário;0;17
2110;Médio;Não;6105.34;68.79;Divorciado;Advogado;0;10
2111;Pós-Graduação;Sim;4586.96;44.89;Casado;Advogado;0;13
2112;Médio;Não;7921.81;37.11;Casado;Outros;1;23
2113;Pós-Graduação;Não;;46.05;Solteiro;Advogado;1;9
2114;Médio;Sim;6349.82;76.75;Solteiro;Artista;3;17
2115;Médio;Não;9521.36;35.56;Divorciado;Estudante;3;16
2116;Médio;Não;8308.62;76.67;;Artista;0;12
2117;Superior;Sim;5532.35;26.66;Divorciado;Empresário;3;21
2118;Médio;Sim;7866.6;76.55;Casado;Advogado;0;13
2119;Pós-Graduação;Sim;1839.15;51.03;;Advogado;0;18
2120;Superior;Sim;;19.02;Solteiro;Professor;2;4
2121;Médio;Não;9260.04;56.68;Solteiro;Professor;2;20
2122;Fundamental;Sim;7109.01;46.18;Viúvo;Estudante;0;13
2123;Médio;Sim;7776.12;56.51;Casado;Advogado;3;16
2124;Fundamental;Sim;9476.62;37.52;Casado;Médico;1;14
2125;Médio;Não;7554.58;77.96;;Professor;0;8
2126;Médio;Não;8294.77;66.63;Solteiro;Professor;3;9
2127;Médio;Não;1723.53;40.96;Viúvo;Empresário;1;8
2128;Fundamental;Sim;2241.35;18.32;Casado;Estudante;3;11
2129;Fundamental;Sim;5067.61;40.2;Viúvo;Médico;3;6
2130;Fundamental;Não;9872.32;59.1;Solteiro;Artista;1;24
2131;Pós-Graduação;Sim;9262.24;35.1;Solteiro;Empresário;3;16
2132;Médio;Não;7799.33;31.25;Viúvo;Professor;0;20
2133;Fundamental;Sim;3498.37;18.89;Solteiro;Artista;1;25
2134;Pós-Graduação;Sim;2243.78;73.67;Viúvo;Empresário;3;7
2135;Médio;Não;9882.07;47.46;Casado;Professor;3;22
2136;Pós-Graduação;Sim;1038.37;64.82;Casado;Professor;1;14
2137;Médio;Não;3529.45;69.94;Divorciado;Outros;0;7
2138;Pós-Graduação;Sim;2688.84;45.71;Solteiro;Engenheiro;3;23
2139;Fundamental;Não;3037.02;75.96;Solteiro;Professor;1;10
2140;Fundamental;Não;3338.62;57.9;Solteiro;Empresário;1;13
2141;Fundamental;Não;4354.91;20.73;Solteiro;Engenheiro;0;25
2142;Fundamental;Sim;1652.05;66.28;Divorciado;Professor;1;22
2143;Superior;Sim;2199.12;69.76;Viúvo;Professor;1;27
2144;Superior;Não;3307.16;24.87;Casado;Médico;3;14
2145;Pós-Graduação;Sim;5672.29;20.04;Solteiro;Estudante;0;7
2146;Médio;Não;9174.92;55.68;Viúvo;Estudante;3;10
2147;Médio;Sim;9412.54;37.5;Divorciado;Artista;1;2
2148;Médio;Sim;3931.74;78.42;Solteiro;Outros;2;27
2149;Pós-Graduação;Sim;7982.73;49.67;Casado;Empresário;0;1
2150;Fundamental;Sim;5367.9;57.59;Divorciado;Outros;2;6
2151;Superior;Não;8547.77;29.12;Divorciado;Estudante;2;8
2152;Médio;Não;4480.29;53.75;Viúvo;Professor;2;27
2153;Médio;Não;8709.52;48.87;Solteiro;Empresário;1;9
2154;Pós-Graduação;Não;6065.6;76.63;Casado;Advogado;1;22
2155;Pós-Graduação;Não;3400.91;29.99;Viúvo;Empresário;3;6
2156;Superior;Sim;8634.13;35.64;Divorciado;Engenheiro;1;11
2157;Superior;Não;8864.43;73.32;Casado;Empresário;2;4
2158;Fundamental;Sim;8951.9;42.13;Divorciado;Empresário;0;1
2159;Fundamental;Não;5524.64;48.73;Divorciado;Médico;3;24
2160;Médio;Não;6436.53;37.19;Casado;Outros;1;16
2161;Pós-Graduação;Não;6017.22;70.08;Divorciado;Médico;0;13
2162;Superior;Não;8076.56;57.24;Casado;Outros;1;23
2163;Superior;Não;7061.85;70.16;Solteiro;Artista;3;27
2164;Médio;Sim;2452.47;22.02;Divorciado;Médico;2;5
2165;Pós-Graduação;Não;1124.92;58.68;Viúvo;Médico;0;23
2166;Superior;Não;9626.19;55.72;Solteiro;Professor;1;4
2167;Fundamental;Sim;9131.2;54.05;Divorciado;Engenheiro;1;18
2168;Médio;Não;4698.44;72.48;Solteiro;Engenheiro;3;2
2169;Superior;Não;1313.8;46.31;Casado;Engenheiro;0;1
2170;Superior;Não;7865.45;30.96;Solteiro;Advogado;3;6
2171;Superior;Sim;5224.96;58.44;Viúvo;Estudante;0;15
2172;Superior;Sim;9044.78;59.13;Casado;Estudante;2;7
2173;Pós-Graduação;Não;6088.9;79.35;Solteiro;Médico;2;19
2174;Fundamental;Não;1583.29;63.61;Casado;Médico;3;7
2175;Fundamental;Sim;9598.6;25.42;Divorciado;Médico;1;9
2176;Fundamental;Não;8725.36;74.64;Divorciado;Artista;1;7
2177;Fundamental;Não;1257.76;35.74;Casado;Médico;0;18
2178;Fundamental;Sim;4672.52;18.55;Solteiro;Artista;3;1
2179;Pós-Graduação;Não;7915.57;49.55;Casado;Artista;2;23
2180;Superior;Não;1045.67;54.62;Solteiro;Médico;1;18
2181;Fundamental;Não;6342.24;54.86;Solteiro;Médico;1;13
2182;Médio;Sim;9115.27;69.66;Viúvo;Outros;2;4
2183;Fundamental;Não;1170.04;32.38;Viúvo;Médico;2;24
2184;Médio;Sim;5327.11;40.56;Casado;Engenheiro;0;14
2185;Superior;Não;7925.39;26.57;Casado;Artista;1;16
2186;Superior;Não;4770.79;74.23;Divorciado;Estudante;0;11
2187;Fundamental;Não;8988.19;28.82;Casado;Engenheiro;0;4
2188;Superior;Sim;2482.2;42.58;Viúvo;Médico;0;22
2189;Médio;Sim;5146.03;33.64;Divorciado;Estudante;1;4
2190;Pós-Graduação;Sim;9913.57;31.08;Viúvo;Professor;0;12
2191;Médio;Sim;3450.46;74.19;Solteiro;Estudante;1;8
2192;Superior;Não;6103.42;40.6;Viúvo;Artista;1;25
2193;Pós-Graduação;Não;1161.0;66.58;Divorciado;Empresário;2;7
2194;Fundamental;Sim;2513.3;43.99;Divorciado;Estudante;0;6
2195;Pós-Graduação;Sim;1767.45;77.02;Viúvo;Outros;0;9
2196;Pós-Graduação;Sim;3588.53;62.28;Viúvo;Engenheiro;2;4
2197;Pós-Graduação;Não;9892.66;37.57;Divorciado;Advogado;0;16
2198;Médio;Não;3589.13;46.52;Solteiro;Empresário;1;20
2199;Fundamental;Não;7151.1;53.17;Viúvo;Empresário;0;24
2200;Médio;Não;2272.74;68.25;Divorciado;Estudante;0;8
2201;Pós-Graduação;Sim;8657.02;74.89;Divorciado;Advogado;0;2
2202;Fundamental;Não;4195.49;40.45;Casado;Outros;1;20
2203;Médio;Sim;3001.61;34.81;Solteiro;Estudante;1;2
2204;Superior;Sim;7238.43;61.67;Casado;Advogado;1;2
2205;Superior;Sim;5852.45;78.26;Divorciado;Advogado;0;4
2206;Fundamental;Sim;2452.8;57.0;Solteiro;Estudante;0;3
2207;Pós-Graduação;Não;8433.76;24.21;;Artista;2;8
2208;Superior;Sim;1041.01;22.43;Viúvo;Artista;2;21
2209;Pós-Graduação;Não;9093.38;33.83;Casado;Empresário;3;27
2210;Fundamental;Não;3905.6;27.82;Divorciado;Engenheiro;1;26
2211;Superior;Não;8436.48;22.03;Viúvo;Estudante;2;14
2212;Pós-Graduação;Sim;4430.96;33.23;Casado;Professor;2;5
2213;Médio;Não;8309.17;47.87;Divorciado;Engenheiro;3;22
2214;Médio;Não;2001.95;73.59;Viúvo;Professor;2;15
2215;Pós-Graduação;Sim;3305.14;69.33;Divorciado;Advogado;3;5
2216;Pós-Graduação;Não;7708.59;52.36;Solteiro;Estudante;0;3
2217;Fundamental;Não;1040.66;66.95;Casado;Empresário;2;15
2218;Fundamental;Não;6326.93;27.92;Solteiro;Outros;0;10
2219;Superior;Não;8127.94;67.93;Solteiro;Artista;2;22
2220;Pós-Graduação;Não;6141.06;38.0;Viúvo;Engenheiro;1;18
2221;Pós-Graduação;Não;3050.82;28.9;Solteiro;Empresário;0;9
2222;Pós-Graduação;Não;3632.14;71.87;Casado;Advogado;0;17
2223;Pós-Graduação;Não;9280.74;39.93;Divorciado;Médico;0;17
2224;Superior;Sim;1958.83;67.75;Solteiro;Outros;3;12
2225;Pós-Graduação;Sim;7576.57;21.35;Viúvo;Outros;1;16
2226;Superior;Não;3616.83;22.69;Viúvo;Artista;1;18
2227;Pós-Graduação;Não;2458.19;35.85;;Engenheiro;2;11
2228;Médio;Não;9247.28;41.74;Divorciado;Médico;2;12
2229;Médio;Não;8437.76;52.86;Viúvo;Professor;1;14
2230;Médio;Não;5915.55;35.06;Viúvo;Advogado;2;5
2231;Fundamental;Sim;4785.43;43.56;Viúvo;Artista;3;16
2232;Fundamental;Sim;5400.03;47.37;Casado;Médico;1;17
2233;Fundamental;Sim;1057.19;56.1;Solteiro;Engenheiro;1;1
2234;Superior;Sim;5863.48;63.85;Casado;Médico;2;13
2235;Médio;Não;8209.35;39.42;Solteiro;Estudante;0;21
2236;Fundamental;Não;8259.63;35.3;Divorciado;Empresário;3;22
2237;Pós-Graduação;Sim;4923.19;55.95;Solteiro;Advogado;3;10
2238;Pós-Graduação;Não;6015.39;69.23;Casado;Professor;0;13
2239;Superior;Não;7454.74;78.16;Casado;Engenheiro;2;24
2240;Pós-Graduação;Sim;7058.85;52.0;Viúvo;Médico;1;27
2241;Superior;Não;2744.97;37.32;Divorciado;Outros;3;7
2242;Superior;Sim;7869.69;71.14;Viúvo;Advogado;0;26
2243;Pós-Graduação;Não;5625.55;32.17;Casado;Médico;1;18
2244;Superior;Sim;8086.33;20.53;Divorciado;Empresário;0;5
2245;Fundamental;Sim;6861.51;19.68;;Outros;2;19
2246;Médio;Não;4056.17;63.47;Casado;Professor;1;3
2247;Médio;Sim;5362.4;19.42;Viúvo;Engenheiro;1;23
2248;Médio;Não;2356.19;69.72;Casado;Outros;2;19
2249;Médio;Não;5436.49;66.31;Casado;Engenheiro;0;6
2250;Pós-Graduação;Não;7402.86;51.22;Viúvo;Artista;2;6
2251;Fundamental;Não;1583.8;61.34;Divorciado;Professor;3;22
2252;Fundamental;Não;4656.6;35.57;Divorciado;Médico;0;13
2253;Médio;Sim;4291.63;48.69;Divorciado;Advogado;3;3
2254;Superior;Sim;9470.23;56.41;Viúvo;Médico;3;23
2255;Pós-Graduação;Sim;1439.6;27.41;Viúvo;Empresário;0;26
2256;Superior;Não;2490.25;26.21;Casado;Advogado;2;16
2257;Fundamental;Não;8611.03;18.65;Solteiro;Médico;3;10
2258;Fundamental;Sim;1617.31;69.17;Divorciado;Engenheiro;0;19
2259;Médio;Não;3943.49;32.61;Solteiro;Estudante;2;8
2260;Superior;Não;7920.56;75.37;Solteiro;Advogado;1;20
2261;Pós-Graduação;Sim;8921.21;23.62;Divorciado;Empresário;1;1
2262;Fundamental;Sim;7549.63;19.82;Divorciado;Estudante;1;16
2263;Pós-Graduação;Sim;4838.21;79.25;Viúvo;Advogado;1;16
2264;Pós-Graduação;Sim;4696.3;38.95;Solteiro;Advogado;3;4
2265;Superior;Não;8223.24;77.14;Divorciado;Advogado;2;18
2266;Fundamental;Sim;1025.61;70.43;Casado;Estudante;1;9
2267;Fundamental;Sim;4268.09;79.67;Solteiro;Médico;0;19
2268;Superior;Sim;5710.5;78.26;Solteiro;Empresário;3;16
2269;Médio;Não;6998.9;35.66;Solteiro;Estudante;0;23
2270;Pós-Graduação;Sim;9237.97;75.18;Divorciado;Advogado;2;6
2271;Fundamental;Não;6047.05;53.14;Casado;Médico;2;22
2272;Superior;Não;2033.3;18.37;Solteiro;Médico;1;26
2273;Fundamental;Sim;5502.89;76.48;Viúvo;Empresário;0;25
2274;Superior;Não;5604.21;52.22;Divorciado;Artista;3;19
2275;Fundamental;Não;1401.86;32.13;Casado;Médico;2;14
2276;Pós-Graduação;Sim;6929.83;50.28;Divorciado;Médico;1;12
2277;Médio;Não;5313.11;54.76;Viúvo;Médico;0;23
2278;Fundamental;Sim;7347.59;39.37;Casado;Professor;1;11
2279;Pós-Graduação;Sim;1700.78;23.72;Divorciado;Médico;2;6
2280;Superior;Não;2222.07;57.39;Casado;Professor;3;25
2281;Fundamental;Não;9831.19;52.64;Casado;Artista;1;15
2282;Médio;Sim;8523.51;68.04;Solteiro;Engenheiro;0;11
2283;Pós-Graduação;Sim;5616.13;65.05;Solteiro;Artista;1;10
2284;Superior;Não;8585.63;74.12;Casado;Outros;0;2
2285;Pós-Graduação;Sim;6533.7;43.4;Divorciado;Médico;2;7
2286;Fundamental;Sim;8218.56;34.09;Divorciado;Médico;2;19
2287;Superior;Não;4946.89;21.5;Viúvo;Outros;3;13
2288;Pós-Graduação;Sim;3515.46;31.21;Solteiro;Artista;3;5
2289;Superior;Sim;4734.68;41.85;Casado;Estudante;3;12
2290;Pós-Graduação;Não;8668.09;21.36;Divorciado;Empresário;1;15
2291;Fundamental;Sim;2811.7;48.32;Divorciado;Artista;2;5
2292;Fundamental;Sim;6055.22;26.69;Solteiro;Empresário;3;8
2293;Médio;Não;2005.7;30.84;Casado;Artista;3;14
2294;Fundamental;Sim;7098.78;68.99;Viúvo;Empresário;3;26
2295;Fundamental;Não;8342.05;32.25;Divorciado;Engenheiro;0;7
2296;Médio;Não;3741.07;34.82;Solteiro;Advogado;1;27
2297;Superior;Não;1792.75;18.74;Casado;Estudante;3;8
2298;Fundamental;Não;7145.46;57.07;Casado;Empresário;2;13
2299;Superior;Sim;9991.38;77.34;Divorciado;Artista;0;8
2300;Pós-Graduação;Não;6995.23;24.86;Solteiro;Estudante;1;24
2301;Médio;Sim;5031.21;41.89;Casado;Estudante;1;26
2302;Médio;Não;8560.87;56.95;Solteiro;Estudante;0;20
2303;Pós-Graduação;Não;8367.33;44.69;Casado;Artista;2;24
2304;Fundamental;Sim;3344.39;45.3;Divorciado;Professor;0;15
2305;Fundamental;Não;1422.14;79.04;;Artista;1;2
2306;Pós-Graduação;Sim;2930.24;22.4;Divorciado;Empresário;2;27
2307;Superior;Não;1286.69;40.44;Solteiro;Outros;3;10
2308;Fundamental;Sim;1376.83;64.76;Viúvo;Professor;1;10
2309;Pós-Graduação;Sim;1479.74;37.46;Casado;Empresário;3;12
2310;Médio;Sim;5899.83;28.99;Divorciado;Advogado;1;4
2311;Pós-Graduação;Sim;5579.2;44.85;Divorciado;Advogado;2;7
2312;Médio;Sim;8857.62;37.38;Casado;Advogado;1;23
2313;Médio;Sim;1708.59;26.48;Solteiro;Artista;0;3
2314;Médio;Sim;1978.48;36.92;Viúvo;Artista;1;12
2315;Médio;Não;8488.73;44.45;Divorciado;Artista;3;1
2316;Fundamental;Não;5671.72;19.31;Solteiro;Empresário;3;20
2317;Pós-Graduação;Sim;1451.15;78.67;Solteiro;Engenheiro;3;20
2318;Fundamental;Sim;4485.17;73.85;Viúvo;Estudante;0;5
2319;Médio;Não;9676.55;38.17;Casado;Estudante;2;11
2320;Fundamental;Não;2765.68;37.05;Solteiro;Professor;3;26
2321;Superior;Não;7347.61;41.89;Casado;Professor;0;23
2322;Fundamental;Não;6786.83;54.49;Solteiro;Engenheiro;1;27
2323;Fundamental;Sim;3524.64;53.01;Viúvo;Médico;2;11
2324;Médio;Não;6986.8;36.47;Viúvo;Empresário;0;18
2325;Superior;Não;2305.28;29.62;Viúvo;Engenheiro;0;3
2326;Médio;Sim;7740.07;18.18;Divorciado;Médico;2;10
2327;Médio;Não;9227.74;67.13;Casado;Artista;2;13
2328;Superior;Não;6995.2;51.42;Viúvo;Empresário;3;19
2329;Superior;Sim;6872.66;45.58;Viúvo;Advogado;2;2
2330;Superior;Sim;7298.09;73.09;Casado;Estudante;2;7
2331;Fundamental;Não;8870.46;59.93;Solteiro;Professor;0;24
2332;Médio;Sim;6327.38;43.09;Viúvo;Professor;0;11
2333;Superior;Não;7570.52;75.9;Casado;Engenheiro;1;12
2334;Médio;Não;2251.53;65.01;Casado;Empresário;3;11
2335;Médio;Não;2153.73;38.71;Divorciado;Advogado;0;23
2336;Superior;Não;5593.36;22.48;Viúvo;Engenheiro;3;15
2337;Pós-Graduação;Não;1247.56;68.72;Divorciado;Outros;1;8
2338;Fundamental;Sim;1627.0;54.65;Solteiro;Empresário;2;5
2339;Pós-Graduação;Sim;9030.05;27.6;Viúvo;Engenheiro;0;20
2340;Superior;Sim;2141.95;45.52;Viúvo;Engenheiro;1;10
2341;Fundamental;Sim;5938.43;54.43;Casado;Engenheiro;0;18
2342;Fundamental;Sim;4556.14;65.0;Casado;Outros;3;4
2343;Superior;Não;5224.36;30.6;Divorciado;Médico;2;21
2344;Superior;Sim;6287.68;38.35;Viúvo;Artista;3;18
2345;Pós-Graduação;Sim;5956.26;29.44;Solteiro;Médico;1;26
2346;Fundamental;Sim;5374.57;31.46;Solteiro;Estudante;2;19
2347;Fundamental;Não;9453.54;68.82;Solteiro;Empresário;2;14
2348;Fundamental;Sim;6170.2;79.3;Solteiro;Artista;1;2
2349;Superior;Não;5488.38;65.84;Divorciado;Advogado;0;12
2350;Pós-Graduação;Sim;4677.63;73.42;Viúvo;Outros;3;10
2351;Fundamental;Não;3170.39;49.82;Divorciado;Estudante;0;9
2352;Médio;Sim;7290.56;49.3;Casado;Estudante;2;1
2353;Pós-Graduação;Não;9825.37;30.34;Divorciado;Empresário;0;1
2354;Médio;Sim;6444.39;70.75;Casado;Engenheiro;0;4
2355;Fundamental;Sim;2033.58;30.37;Divorciado;Artista;1;1
2356;Fundamental;Não;5205.13;73.17;Solteiro;Empresário;3;9
2357;Fundamental;Sim;7062.11;18.01;Viúvo;Professor;3;5
2358;Pós-Graduação;Sim;6702.13;51.87;Solteiro;Advogado;2;14
2359;Fundamental;Não;6526.0;20.97;Solteiro;Outros;0;19
2360;Superior;Não;3104.88;22.09;Solteiro;Empresário;3;2
2361;Superior;Sim;4248.88;72.17;Casado;Empresário;2;11
2362;Fundamental;Não;1870.27;33.88;;Advogado;2;6
2363;Pós-Graduação;Sim;1414.82;49.46;Divorciado;Advogado;1;22
2364;Fundamental;Não;2592.51;78.78;Viúvo;Estudante;2;12
2365;Pós-Graduação;Sim;4628.53;79.25;Solteiro;Engenheiro;0;15
2366;Pós-Graduação;Sim;9735.89;21.51;Divorciado;Artista;0;3
2367;Pós-Graduação;Sim;6481.91;77.43;Casado;Empresário;3;25
2368;Pós-Graduação;Não;9070.49;67.42;Solteiro;Empresário;1;12
2369;Fundamental;Não;7446.86;41.72;Divorciado;Professor;2;23
2370;Pós-Graduação;Sim;3053.87;75.88;Viúvo;Estudante;3;23
2371;Médio;Sim;5618.42;76.62;Divorciado;Advogado;1;23
2372;Fundamental;Não;8723.28;31.22;Solteiro;Artista;1;20
2373;Pós-Graduação;Não;9392.58;21.93;Divorciado;Estudante;3;26
2374;Superior;Sim;7971.46;60.22;Viúvo;Médico;0;13
2375;Médio;Sim;6534.13;58.62;Casado;Advogado;3;5
2376;Superior;Não;6702.67;30.65;Divorciado;Engenheiro;0;13
2377;Superior;Sim;5512.73;34.58;Viúvo;Professor;0;21
2378;Médio;Não;5031.98;52.34;Solteiro;Engenheiro;2;24
2379;Superior;Sim;5690.4;29.6;Viúvo;Empresário;3;6
2380;Superior;Não;7911.01;48.67;Solteiro;Engenheiro;2;18
2381;Superior;Não;2458.24;64.5;Divorciado;Estudante;1;20
2382;Médio;Não;7873.5;26.21;Divorciado;Estudante;1;4
2383;Pós-Graduação;Não;1695.44;66.26;Casado;Empresário;2;20
2384;Superior;Sim;7878.14;55.13;Divorciado;Médico;3;18
2385;Médio;Sim;1204.89;60.64;Viúvo;Outros;0;25
2386;Fundamental;Sim;4574.72;20.07;Casado;Artista;3;22
2387;Fundamental;Sim;3034.77;45.88;Viúvo;Engenheiro;3;10
2388;Fundamental;Não;2111.99;56.67;Solteiro;Professor;2;16
2389;Pós-Graduação;Não;4408.09;66.68;Divorciado;Professor;0;20
2390;Médio;Sim;4403.48;25.94;Solteiro;Artista;1;12
2391;Fundamental;Sim;6310.24;18.6;Viúvo;Advogado;0;9
2392;Fundamental;Sim;5709.77;66.48;Divorciado;Outros;1;12
2393;Pós-Graduação;Sim;5449.31;66.89;Viúvo;Outros;1;16
2394;Fundamental;Sim;7074.99;76.69;Viúvo;Engenheiro;0;15
2395;Pós-Graduação;Sim;4828.4;23.55;;Professor;3;14
2396;Médio;Não;3523.41;70.04;Divorciado;Estudante;2;10
2397;Pós-Graduação;Sim;4167.81;73.24;Viúvo;Engenheiro;2;26
2398;Fundamental;Não;3425.52;74.33;Solteiro;Outros;2;17
2399;Pós-Graduação;Não;4505.72;73.25;Divorciado;Empresário;2;4
2400;Fundamental;Sim;2881.74;62.86;Casado;Outros;0;3
2401;Médio;Sim;1228.89;44.01;Solteiro;Professor;1;9
2402;Fundamental;Não;6054.34;63.73;Viúvo;Advogado;0;10
2403;Fundamental;Sim;6125.09;68.09;Divorciado;Engenheiro;3;25
2404;Pós-Graduação;Sim;2102.47;75.11;Solteiro;Empresário;0;7
2405;Fundamental;Não;7746.36;60.8;Viúvo;Estudante;2;2
2406;Médio;Não;1581.58;73.37;Divorciado;Engenheiro;0;7
2407;Médio;Não;4987.11;63.09;Solteiro;Advogado;1;24
2408;Superior;Sim;9669.13;71.77;Divorciado;Médico;2;6
2409;Pós-Graduação;Não;5704.18;72.54;Solteiro;Professor;2;26
2410;Superior;Não;8630.74;43.5;Viúvo;Advogado;3;15
2411;Superior;Não;1565.01;68.57;Casado;Outros;1;15
2412;Pós-Graduação;Não;4063.35;45.19;Viúvo;Médico;1;25
2413;Médio;Sim;5769.22;18.05;Solteiro;Estudante;2;4
2414;Pós-Graduação;Não;9428.18;21.27;Casado;Professor;3;25
2415;Pós-Graduação;Não;6318.8;25.78;Divorciado;Artista;0;9
2416;Pós-Graduação;Não;7184.51;79.03;Viúvo;Advogado;3;3
2417;Pós-Graduação;Sim;9120.17;33.5;Solteiro;Artista;3;13
2418;Pós-Graduação;Sim;6656.53;21.57;Viúvo;Outros;0;25
2419;Pós-Graduação;Não;7341.02;75.09;Viúvo;Empresário;3;22
2420;Fundamental;Sim;2165.03;73.22;Casado;Empresário;0;3
2421;Médio;Sim;1703.78;47.92;Solteiro;Outros;1;17
2422;Pós-Graduação;Não;8723.19;20.93;Viúvo;Outros;0;11
2423;Médio;Sim;4248.67;18.24;Viúvo;Artista;0;20
2424;Fundamental;Não;8034.9;23.85;Casado;Médico;0;16
2425;Superior;Não;2016.71;48.72;Viúvo;Médico;1;15
2426;Pós-Graduação;Sim;6592.01;29.05;Viúvo;Professor;3;23
2427;Fundamental;Não;1233.27;21.02;Viúvo;Outros;0;5
2428;Superior;Não;2537.57;77.13;Casado;Outros;2;15
2429;Superior;Não;2246.58;66.65;Solteiro;Médico;0;3
2430;Fundamental;Não;6287.56;33.44;Viúvo;Engenheiro;2;10
2431;Fundamental;Sim;7049.41;18.03;;Professor;3;19
2432;Médio;Sim;8517.44;79.11;Divorciado;Estudante;3;23
2433;Fundamental;Não;8856.02;42.81;Viúvo;Empresário;3;9
2434;Médio;Sim;8211.32;71.68;Viúvo;Engenheiro;2;17
2435;Fundamental;Não;6115.56;57.57;Casado;Artista;3;18
2436;Superior;Não;6582.37;39.04;Viúvo;Artista;2;27
2437;Superior;Sim;9299.27;32.77;Viúvo;Empresário;3;17
2438;Médio;Não;4767.39;62.5;Divorciado;Advogado;1;11
2439;Médio;Sim;3616.8;31.87;Viúvo;Advogado;0;19
2440;Pós-Graduação;Não;3187.91;59.57;Viúvo;Outros;3;23
2441;Superior;Sim;2013.13;27.7;Viúvo;Empresário;1;27
2442;Fundamental;Não;7025.01;70.39;Solteiro;Artista;1;23
2443;Pós-Graduação;Não;5061.04;34.08;Solteiro;Artista;2;8
2444;Médio;Sim;9996.28;25.89;Viúvo;Empresário;0;11
2445;Pós-Graduação;Não;3639.3;53.01;Solteiro;Estudante;3;3
2446;Fundamental;Não;8467.47;21.58;Viúvo;Professor;2;8
2447;Pós-Graduação;Não;5572.41;19.31;Divorciado;Estudante;2;14
2448;Médio;Não;7908.84;73.64;Solteiro;Advogado;1;4
2449;Médio;Sim;2283.89;24.78;Solteiro;Estudante;3;22
2450;Médio;Não;3020.3;18.4;Solteiro;Artista;0;19
2451;Fundamental;Não;8255.99;51.37;Viúvo;Estudante;1;5
2452;Médio;Sim;4727.59;45.78;Divorciado;Outros;1;19
2453;Médio;Sim;9269.51;48.98;Viúvo;Estudante;2;12
